question_id,image,acceptance_set,targets,scene_form,primary_label,primary_measure_degrees,secondary_label,secondary_measure_degrees,comparison_summary
angle_estimation_0001_open_q1,angle_estimation_0001.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=298; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,298,none,none,reflex
angle_estimation_0097_open_q1,angle_estimation_0097.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=42; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,42,middle vertex C
angle_estimation_0098_open_q1,angle_estimation_0098.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=26; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,26,middle vertex C
angle_estimation_0099_open_q1,angle_estimation_0099.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=89; secondary_label=B; secondary_measure_degrees=39; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,89,B,39,middle vertex C
angle_estimation_0100_open_q1,angle_estimation_0100.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=B; secondary_measure_degrees=45; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,91,B,45,middle vertex C
angle_estimation_0101_open_q1,angle_estimation_0101.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=319; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,319,none,none,reflex
angle_estimation_0102_open_q1,angle_estimation_0102.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=219; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,219,none,none,reflex
angle_estimation_0103_open_q1,angle_estimation_0103.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=328; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,328,none,none,reflex
angle_estimation_0104_open_q1,angle_estimation_0104.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=259; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,259,none,none,reflex
angle_estimation_0105_open_q1,angle_estimation_0105.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=120; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,120,none,none,minor
angle_estimation_0106_open_q1,angle_estimation_0106.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=16; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,16,none,none,minor
angle_estimation_0107_open_q1,angle_estimation_0107.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=208; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,208,none,none,reflex
angle_estimation_0108_open_q1,angle_estimation_0108.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=287; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,287,none,none,reflex
angle_estimation_0109_open_q1,angle_estimation_0109.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=90; secondary_label=Angle 1; secondary_measure_degrees=26; comparison_summary=wider-to-narrower ratio 3.44""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,90,Angle 1,26,wider-to-narrower ratio 3.44
angle_estimation_0110_open_q1,angle_estimation_0110.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=53; secondary_label=Angle 2; secondary_measure_degrees=33; comparison_summary=wider-to-narrower ratio 1.62""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,53,Angle 2,33,wider-to-narrower ratio 1.62
angle_estimation_0111_open_q1,angle_estimation_0111.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=132; secondary_label=Angle 1; secondary_measure_degrees=60; comparison_summary=wider-to-narrower ratio 2.19""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,132,Angle 1,60,wider-to-narrower ratio 2.19
angle_estimation_0112_open_q1,angle_estimation_0112.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=103; secondary_label=Angle 2; secondary_measure_degrees=58; comparison_summary=wider-to-narrower ratio 1.78""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,103,Angle 2,58,wider-to-narrower ratio 1.78
angle_estimation_0113_open_q1,angle_estimation_0113.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=66; secondary_label=Angle 1; secondary_measure_degrees=16; comparison_summary=wider-to-narrower ratio 4.12""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,66,Angle 1,16,wider-to-narrower ratio 4.12
angle_estimation_0114_open_q1,angle_estimation_0114.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=118; secondary_label=Angle 2; secondary_measure_degrees=57; comparison_summary=wider-to-narrower ratio 2.07""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,118,Angle 2,57,wider-to-narrower ratio 2.07
angle_estimation_0115_open_q1,angle_estimation_0115.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=134; secondary_label=Angle 2; secondary_measure_degrees=96; comparison_summary=wider-to-narrower ratio 1.4""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,134,Angle 2,96,wider-to-narrower ratio 1.4
angle_estimation_0116_open_q1,angle_estimation_0116.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=111; secondary_label=B; secondary_measure_degrees=34; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,111,B,34,middle vertex C
angle_estimation_0117_open_q1,angle_estimation_0117.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=115; secondary_label=B; secondary_measure_degrees=28; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,115,B,28,middle vertex C
angle_estimation_0118_open_q1,angle_estimation_0118.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=102; secondary_label=B; secondary_measure_degrees=37; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,102,B,37,middle vertex C
angle_estimation_0119_open_q1,angle_estimation_0119.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=137; secondary_label=B; secondary_measure_degrees=19; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,137,B,19,middle vertex C
angle_estimation_0120_open_q1,angle_estimation_0120.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=138; secondary_label=C; secondary_measure_degrees=20; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,138,C,20,middle vertex B
angle_estimation_0121_open_q1,angle_estimation_0121.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=208; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,208,none,none,reflex
angle_estimation_0122_open_q1,angle_estimation_0122.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=213; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,213,none,none,reflex
angle_estimation_0123_open_q1,angle_estimation_0123.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=40; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,40,none,none,minor
angle_estimation_0124_open_q1,angle_estimation_0124.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=12; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,12,none,none,minor
angle_estimation_0125_open_q1,angle_estimation_0125.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=120; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,120,none,none,minor
angle_estimation_0126_open_q1,angle_estimation_0126.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=207; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,207,none,none,reflex
angle_estimation_0127_open_q1,angle_estimation_0127.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=207; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,207,none,none,reflex
angle_estimation_0128_open_q1,angle_estimation_0128.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=56; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,56,none,none,minor
angle_estimation_0129_open_q1,angle_estimation_0129.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=73; secondary_label=Angle 1; secondary_measure_degrees=17; comparison_summary=wider-to-narrower ratio 4.28""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,73,Angle 1,17,wider-to-narrower ratio 4.28
angle_estimation_0130_open_q1,angle_estimation_0130.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=129; secondary_label=Angle 1; secondary_measure_degrees=54; comparison_summary=wider-to-narrower ratio 2.39""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,129,Angle 1,54,wider-to-narrower ratio 2.39
angle_estimation_0131_open_q1,angle_estimation_0131.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=133; secondary_label=Angle 2; secondary_measure_degrees=24; comparison_summary=wider-to-narrower ratio 5.55""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,133,Angle 2,24,wider-to-narrower ratio 5.55
angle_estimation_0132_open_q1,angle_estimation_0132.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=67; secondary_label=Angle 2; secondary_measure_degrees=31; comparison_summary=wider-to-narrower ratio 2.17""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,67,Angle 2,31,wider-to-narrower ratio 2.17
angle_estimation_0133_open_q1,angle_estimation_0133.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=116; secondary_label=Angle 2; secondary_measure_degrees=52; comparison_summary=wider-to-narrower ratio 2.22""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,116,Angle 2,52,wider-to-narrower ratio 2.22
angle_estimation_0134_open_q1,angle_estimation_0134.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=167; secondary_label=Angle 1; secondary_measure_degrees=42; comparison_summary=wider-to-narrower ratio 4.01""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,167,Angle 1,42,wider-to-narrower ratio 4.01
angle_estimation_0135_open_q1,angle_estimation_0135.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=55; secondary_label=Angle 1; secondary_measure_degrees=29; comparison_summary=wider-to-narrower ratio 1.89""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,55,Angle 1,29,wider-to-narrower ratio 1.89
angle_estimation_0136_open_q1,angle_estimation_0136.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=62; secondary_label=A; secondary_measure_degrees=56; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,C,62,A,56,middle vertex B
angle_estimation_0137_open_q1,angle_estimation_0137.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=75; secondary_label=B; secondary_measure_degrees=40; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,75,B,40,middle vertex C
angle_estimation_0138_open_q1,angle_estimation_0138.png,"[""scene_form=labelled triangle; primary_label=C; primary_measure_degrees=74; secondary_label=B; secondary_measure_degrees=41; comparison_summary=middle vertex A""]","[""the printed vertex A""]",labelled triangle,C,74,B,41,middle vertex A
angle_estimation_0139_open_q1,angle_estimation_0139.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=62; secondary_label=C; secondary_measure_degrees=58; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,62,C,58,middle vertex B
angle_estimation_0140_open_q1,angle_estimation_0140.png,"[""scene_form=labelled triangle; primary_label=B; primary_measure_degrees=88; secondary_label=A; secondary_measure_degrees=43; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,B,88,A,43,middle vertex C
angle_estimation_0141_open_q1,angle_estimation_0141.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=20; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,20,none,none,minor
