question_id,image,acceptance_set,tolerances,targets,hole_directions
hex_pathfinding_0203_open_q1,hex_pathfinding_0203.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0204_open_q1,hex_pathfinding_0204.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0205_open_q1,hex_pathfinding_0205.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0206_open_q1,hex_pathfinding_0206.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_0207_open_q1,hex_pathfinding_0207.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0208_open_q1,hex_pathfinding_0208.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_0209_open_q1,hex_pathfinding_0209.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0210_open_q1,hex_pathfinding_0210.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0211_open_q1,hex_pathfinding_0211.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0212_open_q1,hex_pathfinding_0212.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0213_open_q1,hex_pathfinding_0213.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0214_open_q1,hex_pathfinding_0214.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0215_open_q1,hex_pathfinding_0215.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0216_open_q1,hex_pathfinding_0216.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0217_open_q1,hex_pathfinding_0217.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0218_open_q1,hex_pathfinding_0218.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_0219_open_q1,hex_pathfinding_0219.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0220_open_q1,hex_pathfinding_0220.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0221_open_q1,hex_pathfinding_0221.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0222_open_q1,hex_pathfinding_0222.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_0223_open_q1,hex_pathfinding_0223.png,"[""hole_directions=[\""left\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-left"",""lower-right""]"
hex_pathfinding_0224_open_q1,hex_pathfinding_0224.png,"[""hole_directions=[\""upper-right\"",\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""left"",""lower-right""]"
hex_pathfinding_0225_open_q1,hex_pathfinding_0225.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0226_open_q1,hex_pathfinding_0226.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0227_open_q1,hex_pathfinding_0227.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0228_open_q1,hex_pathfinding_0228.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_0229_open_q1,hex_pathfinding_0229.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0230_open_q1,hex_pathfinding_0230.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0231_open_q1,hex_pathfinding_0231.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0232_open_q1,hex_pathfinding_0232.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0233_open_q1,hex_pathfinding_0233.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0234_open_q1,hex_pathfinding_0234.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0235_open_q1,hex_pathfinding_0235.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0236_open_q1,hex_pathfinding_0236.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0237_open_q1,hex_pathfinding_0237.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0238_open_q1,hex_pathfinding_0238.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0239_open_q1,hex_pathfinding_0239.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0240_open_q1,hex_pathfinding_0240.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_0241_open_q1,hex_pathfinding_0241.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0242_open_q1,hex_pathfinding_0242.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0243_open_q1,hex_pathfinding_0243.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0244_open_q1,hex_pathfinding_0244.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0245_open_q1,hex_pathfinding_0245.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0246_open_q1,hex_pathfinding_0246.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0247_open_q1,hex_pathfinding_0247.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0248_open_q1,hex_pathfinding_0248.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0249_open_q1,hex_pathfinding_0249.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0250_open_q1,hex_pathfinding_0250.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0251_open_q1,hex_pathfinding_0251.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0252_open_q1,hex_pathfinding_0252.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0253_open_q1,hex_pathfinding_0253.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0254_open_q1,hex_pathfinding_0254.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0255_open_q1,hex_pathfinding_0255.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0256_open_q1,hex_pathfinding_0256.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_0257_open_q1,hex_pathfinding_0257.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0258_open_q1,hex_pathfinding_0258.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0259_open_q1,hex_pathfinding_0259.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0260_open_q1,hex_pathfinding_0260.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0261_open_q1,hex_pathfinding_0261.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0262_open_q1,hex_pathfinding_0262.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0263_open_q1,hex_pathfinding_0263.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_0264_open_q1,hex_pathfinding_0264.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0265_open_q1,hex_pathfinding_0265.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_0266_open_q1,hex_pathfinding_0266.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0267_open_q1,hex_pathfinding_0267.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0268_open_q1,hex_pathfinding_0268.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0269_open_q1,hex_pathfinding_0269.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0270_open_q1,hex_pathfinding_0270.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0271_open_q1,hex_pathfinding_0271.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0272_open_q1,hex_pathfinding_0272.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0273_open_q1,hex_pathfinding_0273.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0274_open_q1,hex_pathfinding_0274.png,"[""hole_directions=[\""upper-right\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-right""]"
hex_pathfinding_0275_open_q1,hex_pathfinding_0275.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0276_open_q1,hex_pathfinding_0276.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0277_open_q1,hex_pathfinding_0277.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0278_open_q1,hex_pathfinding_0278.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0279_open_q1,hex_pathfinding_0279.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0280_open_q1,hex_pathfinding_0280.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0281_open_q1,hex_pathfinding_0281.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0282_open_q1,hex_pathfinding_0282.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0283_open_q1,hex_pathfinding_0283.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0284_open_q1,hex_pathfinding_0284.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0285_open_q1,hex_pathfinding_0285.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0286_open_q1,hex_pathfinding_0286.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0287_open_q1,hex_pathfinding_0287.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0288_open_q1,hex_pathfinding_0288.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0289_open_q1,hex_pathfinding_0289.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0290_open_q1,hex_pathfinding_0290.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0291_open_q1,hex_pathfinding_0291.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0292_open_q1,hex_pathfinding_0292.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0293_open_q1,hex_pathfinding_0293.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0294_open_q1,hex_pathfinding_0294.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0295_open_q1,hex_pathfinding_0295.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0296_open_q1,hex_pathfinding_0296.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0297_open_q1,hex_pathfinding_0297.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0298_open_q1,hex_pathfinding_0298.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0299_open_q1,hex_pathfinding_0299.png,"[""hole_directions=[\""left\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-left"",""lower-right""]"
hex_pathfinding_0300_open_q1,hex_pathfinding_0300.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0301_open_q1,hex_pathfinding_0301.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0302_open_q1,hex_pathfinding_0302.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0303_open_q1,hex_pathfinding_0303.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0304_open_q1,hex_pathfinding_0304.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0305_open_q1,hex_pathfinding_0305.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0306_open_q1,hex_pathfinding_0306.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0307_open_q1,hex_pathfinding_0307.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0308_open_q1,hex_pathfinding_0308.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0309_open_q1,hex_pathfinding_0309.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0310_open_q1,hex_pathfinding_0310.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_0311_open_q1,hex_pathfinding_0311.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_0312_open_q1,hex_pathfinding_0312.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0313_open_q1,hex_pathfinding_0313.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0314_open_q1,hex_pathfinding_0314.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0315_open_q1,hex_pathfinding_0315.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0316_open_q1,hex_pathfinding_0316.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0317_open_q1,hex_pathfinding_0317.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0318_open_q1,hex_pathfinding_0318.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0319_open_q1,hex_pathfinding_0319.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0320_open_q1,hex_pathfinding_0320.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0321_open_q1,hex_pathfinding_0321.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0322_open_q1,hex_pathfinding_0322.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0323_open_q1,hex_pathfinding_0323.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0324_open_q1,hex_pathfinding_0324.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0325_open_q1,hex_pathfinding_0325.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0326_open_q1,hex_pathfinding_0326.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0327_open_q1,hex_pathfinding_0327.png,"[""hole_directions=[\""upper-right\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-right""]"
hex_pathfinding_0328_open_q1,hex_pathfinding_0328.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0329_open_q1,hex_pathfinding_0329.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_0330_open_q1,hex_pathfinding_0330.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0331_open_q1,hex_pathfinding_0331.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_0332_open_q1,hex_pathfinding_0332.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0333_open_q1,hex_pathfinding_0333.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0334_open_q1,hex_pathfinding_0334.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0335_open_q1,hex_pathfinding_0335.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0336_open_q1,hex_pathfinding_0336.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0337_open_q1,hex_pathfinding_0337.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_0338_open_q1,hex_pathfinding_0338.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_0339_open_q1,hex_pathfinding_0339.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0340_open_q1,hex_pathfinding_0340.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0341_open_q1,hex_pathfinding_0341.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0342_open_q1,hex_pathfinding_0342.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0343_open_q1,hex_pathfinding_0343.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0344_open_q1,hex_pathfinding_0344.png,"[""hole_directions=[\""upper-left\"",\""upper-right\"",\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right"",""right"",""lower-right""]"
hex_pathfinding_0345_open_q1,hex_pathfinding_0345.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0346_open_q1,hex_pathfinding_0346.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0347_open_q1,hex_pathfinding_0347.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0348_open_q1,hex_pathfinding_0348.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0349_open_q1,hex_pathfinding_0349.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0350_open_q1,hex_pathfinding_0350.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0351_open_q1,hex_pathfinding_0351.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0352_open_q1,hex_pathfinding_0352.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0353_open_q1,hex_pathfinding_0353.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0354_open_q1,hex_pathfinding_0354.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0355_open_q1,hex_pathfinding_0355.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0356_open_q1,hex_pathfinding_0356.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0357_open_q1,hex_pathfinding_0357.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0358_open_q1,hex_pathfinding_0358.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_0359_open_q1,hex_pathfinding_0359.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0360_open_q1,hex_pathfinding_0360.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0361_open_q1,hex_pathfinding_0361.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0362_open_q1,hex_pathfinding_0362.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0363_open_q1,hex_pathfinding_0363.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_0364_open_q1,hex_pathfinding_0364.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0365_open_q1,hex_pathfinding_0365.png,"[""hole_directions=[\""upper-right\"",\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""left"",""lower-right""]"
