task,image,prompt,groundtruth,metadata
Image Description,shadow_inference_0011.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.466,""light_elevation_degrees"":45.5954,""num_objects"":2,""seed"":11}"
Basic Relational Reasoning,shadow_inference_0011.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.466,""light_elevation_degrees"":45.5954,""num_objects"":2,""seed"":11}"
Comparative Reasoning,shadow_inference_0011.png,Which object casts the LONGEST shadow? Answer with that object's color.,blue,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.466,""light_elevation_degrees"":45.5954,""num_objects"":2,""seed"":11}"
Compound Reasoning,shadow_inference_0011.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",45,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.466,""light_elevation_degrees"":45.5954,""num_objects"":2,""seed"":11}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0011.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.466,""light_elevation_degrees"":45.5954,""num_objects"":2,""seed"":11}"
Image Description,shadow_inference_0012.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":221.086,""light_elevation_degrees"":38.7377,""num_objects"":1,""seed"":12}"
Basic Relational Reasoning,shadow_inference_0012.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":221.086,""light_elevation_degrees"":38.7377,""num_objects"":1,""seed"":12}"
Comparative Reasoning,shadow_inference_0012.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":221.086,""light_elevation_degrees"":38.7377,""num_objects"":1,""seed"":12}"
Compound Reasoning,shadow_inference_0012.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":221.086,""light_elevation_degrees"":38.7377,""num_objects"":1,""seed"":12}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0012.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":221.086,""light_elevation_degrees"":38.7377,""num_objects"":1,""seed"":12}"
Image Description,shadow_inference_0013.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":106.6186,""light_elevation_degrees"":63.4615,""num_objects"":1,""seed"":13}"
Basic Relational Reasoning,shadow_inference_0013.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":106.6186,""light_elevation_degrees"":63.4615,""num_objects"":1,""seed"":13}"
Comparative Reasoning,shadow_inference_0013.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":106.6186,""light_elevation_degrees"":63.4615,""num_objects"":1,""seed"":13}"
Compound Reasoning,shadow_inference_0013.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":106.6186,""light_elevation_degrees"":63.4615,""num_objects"":1,""seed"":13}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0013.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":289,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":106.6186,""light_elevation_degrees"":63.4615,""num_objects"":1,""seed"":13}"
Image Description,shadow_inference_0014.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":293.5132,""light_elevation_degrees"":34.5508,""num_objects"":1,""seed"":14}"
Basic Relational Reasoning,shadow_inference_0014.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":293.5132,""light_elevation_degrees"":34.5508,""num_objects"":1,""seed"":14}"
Comparative Reasoning,shadow_inference_0014.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":293.5132,""light_elevation_degrees"":34.5508,""num_objects"":1,""seed"":14}"
Compound Reasoning,shadow_inference_0014.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":293.5132,""light_elevation_degrees"":34.5508,""num_objects"":1,""seed"":14}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0014.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":293.5132,""light_elevation_degrees"":34.5508,""num_objects"":1,""seed"":14}"
Image Description,shadow_inference_0015.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":45.4948,""light_elevation_degrees"":60.2437,""num_objects"":2,""seed"":15}"
Basic Relational Reasoning,shadow_inference_0015.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":45.4948,""light_elevation_degrees"":60.2437,""num_objects"":2,""seed"":15}"
Comparative Reasoning,shadow_inference_0015.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":45.4948,""light_elevation_degrees"":60.2437,""num_objects"":2,""seed"":15}"
Compound Reasoning,shadow_inference_0015.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.7,""ground_y"":272,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":45.4948,""light_elevation_degrees"":60.2437,""num_objects"":2,""seed"":15}"
