task,image,prompt,groundtruth,metadata
Compound Reasoning,combination3d_0013.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","13,2","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":13,""target_cube_count"":13,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0013.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":13,""target_cube_count"":13,""vertical_axis"":""z""}"
Image Description,combination3d_0014.png,How many individual cubes make up the target structure?,13,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":14,""target_cube_count"":13,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0014.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":14,""target_cube_count"":13,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0014.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":14,""target_cube_count"":13,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0014.png,Which candidate has the wrong total number of cubes compared to the target?,D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":14,""target_cube_count"":13,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0014.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","14,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":14,""target_cube_count"":13,""vertical_axis"":""z""}"
Image Description,combination3d_0015.png,How many individual cubes make up the target structure?,12,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":15,""target_cube_count"":12,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0015.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":15,""target_cube_count"":12,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0015.png,How many separate pieces are shown in candidate D?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":15,""target_cube_count"":12,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0015.png,Which candidate has the wrong total number of cubes compared to the target?,B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":15,""target_cube_count"":12,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0015.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","13,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":15,""target_cube_count"":12,""vertical_axis"":""z""}"
Image Description,combination3d_0016.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":16,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0016.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":16,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0016.png,How many separate pieces are shown in candidate D?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":16,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0016.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","11,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":16,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0016.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":16,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_0017.png,How many individual cubes make up the target structure?,14,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":17,""target_cube_count"":14,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0017.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":17,""target_cube_count"":14,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0017.png,How many separate pieces are shown in candidate A?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":17,""target_cube_count"":14,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0017.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","14,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":17,""target_cube_count"":14,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0017.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.59,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":17,""target_cube_count"":14,""vertical_axis"":""z""}"
Image Description,combination3d_0018.png,How many individual cubes make up the target structure?,13,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.55,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":18,""target_cube_count"":13,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0018.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.55,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":18,""target_cube_count"":13,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0018.png,How many separate pieces are shown in candidate B?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.55,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":18,""target_cube_count"":13,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0018.png,Which candidate has the wrong total number of cubes compared to the target?,C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.55,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":18,""target_cube_count"":13,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_0018.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","14,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.55,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":18,""target_cube_count"":13,""vertical_axis"":""z""}"
Image Description,combination3d_0019.png,How many individual cubes make up the target structure?,12,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":19,""target_cube_count"":12,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_0019.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":19,""target_cube_count"":12,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_0019.png,Does candidate B have the same total number of cubes as the target? Answer yes or no.,no,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":19,""target_cube_count"":12,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_0019.png,Which candidate has the wrong total number of cubes compared to the target?,B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":19,""target_cube_count"":12,""vertical_axis"":""z""}"
